id,source_id,babe_url,lib_url,babe_title,lib_title,title_distance,babe_title_len,lib_title_len,content_distance,babe_content_len,lib_content_len,,
5239192,,http://beritadewata.com/Peristiwa/Berita-Peristiwa/Buronan-NTB-Ditangkap-di-Bali.html,,Buronan NTB Ditangkap di Bali,,0,29,0,0,618,0,,
4549319,,http://www.jelasberita.com/2015/11/17/cerahkan-ketiak-hitam-dalam-seminggu-dengan-bahan-alami/,http://www.jelasberita.com/2015/11/17/cerahkan-ketiak-hitam-dalam-seminggu-dengan-bahan-alami/,Cerahkan Ketiak Hitam dalam Seminggu dengan Bahan Alami,Cerahkan Ketiak Hitam dalam Seminggu dengan Bahan Alami,0,55,55,243,2386,2375,,
5245340,,http://www.seputarmakassar.com/bintangi-85-judul-film-sam-brodie-siap-go-international.html,http://www.seputarmakassar.com/bintangi-85-judul-film-sam-brodie-siap-go-international.html,"Bintangi 85 Judul Film, Sam Brodie Siap Go International","Bintangi 85 Judul Film, Sam Brodie Siap Go International",0,56,56,135,5035,4902,,
4201557,,http://beritadaerah.co.id/2015/09/28/kabut-asap-pekat-di-palembang/,http://beritadaerah.co.id/2015/09/28/kabut-asap-pekat-di-palembang/,Kabut Asap Pekat di Palembang,Kabut Asap Pekat di Palembang – Berita Daerah,16,29,45,64,482,418,,
5231454,,http://metrojateng.com/2016/01/17/polres-magelang-dan-klaten-gencarkan-razia-pascateror-bom-sarinah/,http://metrojateng.com/2016/01/17/polres-magelang-dan-klaten-gencarkan-razia-pascateror-bom-sarinah/,Polres Magelang dan Klaten Gencarkan Razia Pascateror Bom Sarinah,Polres Magelang dan Klaten Gencarkan Razia Pascateror Bom Sarinah,0,65,65,138,2606,2470,,
5227123,,"http://www.beritajatim.com/peristiwa/257050/gabung_gafatar,_warga_jombang_ditangkap_di_kalbar.html",,"Gabung Gafatar, Warga Jombang Ditangkap di Kalbar","Gabung Gafatar, Warga Jombang Ditangkap di Kalbar",0,49,49,28,1968,1940,,
4544283,,http://simamaung.com/yoyo-bangga-lulusan-diklat-persib-bisa-unjuk-gigi/,http://simamaung.com/yoyo-bangga-lulusan-diklat-persib-bisa-unjuk-gigi/,Yoyo Bangga Lulusan Diklat Persib Bisa Unjuk Gigi,Persib Bandung Berita Online | simamaung.com » Yoyo Bangga Lulusan Diklat Persib Bisa Unjuk Gigi,47,49,96,75,1671,1598,,
4547093,,http://sorotjogja.com/nyambi-bisnis-togel-penjual-angkringan-ditangkap-polisi/,http://sorotjogja.com/nyambi-bisnis-togel-penjual-angkringan-ditangkap-polisi/,"Nyambi Bisnis Togel, Penjual Angkringan Ditangkap Polisi","Nyambi Bisnis Togel, Penjual Angkringan Ditangkap Polisi",0,56,56,29,1159,1134,,
4546846,,http://jogja.antaranews.com/berita/335906/serapan-jamkesda-yogyakarta-2015-diperkirakan-45-persen,http://www.antaranews.com/berita/335906/serapan-jamkesda-yogyakarta-2015-diperkirakan-45-persen,Serapan Jamkesda Yogyakarta 2015 diperkirakan 45 persen,Serapan Jamkesda Yogyakarta 2015 diperkirakan 45 persen,0,55,55,276,2835,3080,,
4544443,,http://www.hukumonline.com/berita/baca/lt564ab4db7fb4e/evy-akui-ock-pernah-sampaikan-ada-pemberian-uang-ke-dirdik-kejagung,http://www.hukumonline.com/berita/baca/lt564ab4db7fb4e/evy-akui-ock-pernah-sampaikan-ada-pemberian-uang-ke-dirdik-kejagung,Evy Akui OCK Pernah Sampaikan Ada Pemberian Uang ke Dirdik Kejagung,Evy Akui OCK Pernah Sampaikan Ada Pemberian Uang ke Dirdik Kejagung,0,67,67,248,7053,6815,,
5223287,,http://braling.com/2016/01/ayo-kirimkan-karya-fiksi-mini-ke-scmp-2016/,http://braling.com/2016/01/ayo-kirimkan-karya-fiksi-mini-ke-scmp-2016/,Ayo Kirimkan Karya Fiksi Mini ke SCMP 2016!,Ayo Kirimkan Karya Fiksi Mini ke SCMP 2016!,0,43,43,14,1590,1576,,
4540203,,"http://purworejonews.com/index.php?option=com_content&view=article&id=381:opera-kecoa-pelacur,-dibenci-sekaligus-diminati&catid=79&Itemid=468","http://purworejonews.com/index.php?option=com_content&view=article&id=381:opera-kecoa-pelacur,-dibenci-sekaligus-diminati&catid=79:berita&Itemid=468","Opera Kecoa: Pelacur, Dibenci Sekaligus Diminati",PurworejoNEWS.com,43,48,17,600,2654,2060,,
4544284,,http://www.rajamobil.com/berita/tips-dan-triks/2015/11/17/tips-agar-mesin-tidak-mati-saat-terobos-banjir-35277.htm,http://berita.rajamobil.com/,Tips Agar Mesin Tidak Mati Saat Terobos Banjir,Review dan Berita Mobil | Review dan Berita Mobil,36,46,49,913,1127,357,,
5206722,,http://www.beritaterkini.id/2016/01/16/cfd-bersih-dari-pkl-dan-asap-kendaraan/,,CFD Bersih dari PKL dan Asap Kendaraan,,0,38,0,0,2297,0,,
4540253,,http://beritadaerah.co.id/2015/11/16/petugas-memusnakan-barang-bukti-air-zam-zam-palsu-di-semarang/,http://beritadaerah.co.id/2015/11/16/petugas-memusnakan-barang-bukti-air-zam-zam-palsu-di-semarang/,Petugas Memusnakan Barang Bukti Air Zam-zam Palsu di Semarang,Petugas Memusnakan Barang Bukti Air Zam-zam Palsu di Semarang – Berita Daerah,16,61,77,87,379,292,,
4540143,,http://semarang.solopos.com/2015/11/16/pabrik-semen-rembang-warga-kendeng-pati-jalan-kaki-122-km-jemput-keadilan-661848,http://www.semarangpos.com/2015/11/16/pabrik-semen-rembang-warga-kendeng-pati-jalan-kaki-122-km-jemput-keadilan-661848,PABRIK SEMEN REMBANG : Warga Kendeng Pati Jalan Kaki 122 KM Jemput Keadilan,PABRIK SEMEN REMBANG : Warga Kendeng Pati Jalan Kaki 122 KM Jemput Keadilan -Semarang » SEMARANGPOS.COM,28,75,103,471,3046,2587,,
5238835,,http://portalsemarang.com/snmptn-2016-hari-ini-pengisian-pdss-dibuka,http://portalsemarang.com/snmptn-2016-hari-ini-pengisian-pdss-dibuka,"SNMPTN 2016, Hari Ini Pengisian PDSS Dibuka","SNMPTN 2016, Hari Ini Pengisian PDSS Dibuka -",2,43,45,12,1043,1031,,
5231458,,http://metrosemarang.com/padangrani-menjual-semarang-dari-barang-antik,http://metrosemarang.com/padangrani-menjual-semarang-dari-barang-antik,Padangrani “Menjual” Semarang dari Barang Antik,"Padangrani ""Menjual"" Semarang dari Barang Antik",2,47,47,109,2056,1951,,
5215636,,http://berita.suaramerdeka.com/bjl-2000-gagal-ke-final-liga-futsal-nusantara/,http://berita.suaramerdeka.com/bjl-2000-gagal-ke-final-liga-futsal-nusantara/,BJL 2000 Gagal ke Final Liga Futsal Nusantara,BJL 2000 Gagal ke Final Liga Futsal Nusantara,0,45,45,15,913,898,,
4518709,,http://metrojateng.com/2015/11/13/15-sungai-besar-di-kendal-kondisinya-kritis/,http://metrojateng.com/2015/11/13/15-sungai-besar-di-kendal-kondisinya-kritis/,15 Sungai Besar di Kendal Kondisinya Kritis,15 Sungai Besar di Kendal Kondisinya Kritis,0,43,43,12,2006,1994,,
4546149,,http://rrimataram.com/polres-lombok-timur-amankan-uang-palsu/,http://rrimataram.com/polres-lombok-timur-amankan-uang-palsu/,Polres Lombok Timur amankan Uang palsu,Polres Lombok Timur amankan Uang palsu,0,38,38,61,1301,1242,,
4521150,,http://mataram.antaranews.com/berita/29700/pelapor-korupsi-add-minta-pendampingan-hukum-somasi,http://www.antaranews.com/berita/29700/pelapor-korupsi-add-minta-pendampingan-hukum-somasi,Pelapor korupsi ADD minta pendampingan hukum Somasi,Pelapor korupsi ADD minta pendampingan hukum Somasi,0,51,51,446,4379,4804,,
5413034,,http://dprd-ntbprov.go.id/dprd-ntb-minta-eksekutif-berlakukan-perda-tki/,http://dprd-ntbprov.go.id/dprd-ntb-minta-eksekutif-berlakukan-perda-tki/,DPRD NTB Minta Eksekutif Berlakukan Perda TKI,DPRD NTB Minta Eksekutif Berlakukan Perda TKI,0,45,45,282,1935,1655,,
5205100,,http://lomboknews.com/2016/01/16/selama-2015-nilai-ekspor-ntb-rp-20558-triliun/,,"Selama 2015, Nilai Ekspor NTB Rp 20,558 Triliun",LombokNews.Com,44,47,14,1,1498,1499,,
4544289,,http://www.deliknews.com/2015/11/17/pemuda-pancasila-ancam-bakar-kantor-jawa-pos/,https://www.deliknews.com/2015/11/17/pemuda-pancasila-ancam-bakar-kantor-jawa-pos/,Pemuda Pancasila Ancam Bakar Kantor Jawa Pos,Pemuda Pancasila Ancam Bakar Kantor Jawa Pos,0,44,44,6,1331,1325,,
4534383,,http://www.deliknews.com/2015/11/16/isis-nyaris-ledakan-istanbul-turki/,https://www.deliknews.com/2015/11/16/isis-nyaris-ledakan-istanbul-turki/,ISIS Nyaris Ledakan Istanbul Turki,ISIS Nyaris Ledakan Istanbul Turki,0,34,34,10,1661,1651,,
5214085,,http://www.deliknews.com/2016/01/16/tersangka-korupsi-bsm-jadi-kadikjar-malut/,https://www.deliknews.com/2016/01/16/tersangka-korupsi-bsm-jadi-kadikjar-malut/,Tersangka Korupsi BSM Jadi Kadikjar Malut,Tersangka Korupsi BSM Jadi Kadikjar Malut,0,41,41,6,1412,1406,,
5243287,,http://www.deliknews.com/2016/01/18/pengawasan-dinas-tidak-maksimal-proyek-pu-pemkot-surabaya-dikerjakan-asal-asalan/,https://www.deliknews.com/2016/01/18/pengawasan-dinas-tidak-maksimal-proyek-pu-pemkot-surabaya-dikerjakan-asal-asalan/,"Pengawasan Dinas Tidak Maksimal, Proyek PU Pemkot Surabaya Dikerjakan Asal-Asalan","Pengawasan Dinas Tidak Maksimal, Proyek PU Pemkot Surabaya Dikerjakan Asal-Asalan",0,81,81,1,2158,2159,,
4225529,,http://www.deliknews.com/2015/07/27/di-ttu-belum-ada-pasangan-calon-yang-mendaftar-ke-kpu/,https://www.deliknews.com/2015/07/27/di-ttu-belum-ada-pasangan-calon-yang-mendaftar-ke-kpu/,Di TTU Belum Ada Pasangan Calon Yang Mendaftar Ke KPU,Di TTU Belum Ada Pasangan Calon Yang Mendaftar Ke KPU,0,53,53,70,1892,1826,,
4520983,,http://www.deliknews.com/2015/11/13/bpi-kegaduhan-menteri-taktik-jokowi-jk-alihkan-isu/,https://www.deliknews.com/2015/11/13/bpi-kegaduhan-menteri-taktik-jokowi-jk-alihkan-isu/,"BPI : Kegaduhan Menteri, Taktik Jokowi-JK Alihkan Isu ?","BPI : Kegaduhan Menteri, Taktik Jokowi-JK Alihkan Isu ?",0,55,55,20,1423,1403,,
4544290,,http://www.deliknews.com/2015/11/17/ihsg-menguat-3234-poin/,https://www.deliknews.com/2015/11/17/ihsg-menguat-3234-poin/,"IHSG Menguat 32,34 poin","IHSG Menguat 32,34 poin",0,23,23,20,802,782,,
5214087,,http://www.deliknews.com/2016/01/16/telkom-turut-sukseskan-sbmptn-nasional-2016/,https://www.deliknews.com/2016/01/16/telkom-turut-sukseskan-sbmptn-nasional-2016/,Telkom Turut SukseskanSBMPTN Nasional 2016,Telkom Turut Sukseskan SBMPTN Nasional 2016,1,42,43,8,2872,2868,,
4544291,,http://lintasjabar.com/ciletuh-geopark-festival-2015-aktifitas-penjelajahan/,,Ciletuh Geopark Festival 2015 Aktifitas Penjelajahan,Ciletuh Geopark Festival 2015 Aktifitas Penjelajahan : Lintas Jabar,15,52,67,76,1455,1381,,
5227124,,http://fokusjabar.com/2016/01/17/situbagendit-dan-cangkuang-akan-didaftarkan-ke-bpn/,,Sekda Garut: Situ Bagendit dan Cangkuang Akan Didaftarkan ke BPN,Sekda Garut: Situ Bagendit dan Cangkuang Akan Didaftarkan ke BPN,0,64,64,57,1233,1178,,
4547617,,http://jabar.antaranews.com/berita/55956/wagub-jabar-prediksi-partisipasi-pilkada-serentak-turun,,Wagub Jabar Prediksi Partisipasi Pilkada Serentak Turun,Wagub Jabar Prediksi Partisipasi Pilkada Serentak Turun,0,55,55,233,2484,2695,,
5205192,,http://www.beritabogor.com/2016/01/jabar-siapkan-kereta-cepat-jakarta.html,http://www.beritabogor.com/2016/01/jabar-siapkan-kereta-cepat-jakarta.html,Jabar Siapkan Kereta Cepat Jakarta Bandung,Jabar Siapkan Kereta Cepat Jakarta Bandung,0,42,42,47,1650,1674,,
4653798,,http://info-bogor.com/yang-perlu-diketahui-soal-fobia-komitmen/,http://info-bogor.com/yang-perlu-diketahui-soal-fobia-komitmen/,Yang Perlu Diketahui Soal Fobia Komitmen,Yang Perlu Diketahui Soal Fobia Komitmen,0,40,40,0,1335,1335,,
5214088,,http://megapolitan.antaranews.com/berita/18939/polisi-amankan-buku-dari-kontrakan-terduga-teroris,,Polisi Amankan Buku Dari Kontrakan Terduga Teroris,Polisi Amankan Buku Dari Kontrakan Terduga Teroris,0,50,50,672,3489,4130,,
5184309,,http://bogornews.com/berita-fulus-miliaran-rupiah-diamankan-kpk-saat-tangkap-dwp.html,http://bogornews.com/kategori-64-kota-bogor.html,Fulus Miliaran Rupiah Diamankan KPK Saat Tangkap DWP,Fulus Miliaran Rupiah Diamankan KPK Saat Tangkap DWP,0,52,52,1343,1587,244,,
4907141,,http://beritadaerah.co.id/2015/12/15/petugas-kebersihan-menjalankan-tugasnya-di-gerbong-krl-commuter-line/,http://beritadaerah.co.id/2015/12/15/petugas-kebersihan-menjalankan-tugasnya-di-gerbong-krl-commuter-line/,Petugas Kebersihan Menjalankan Tugasnya di Gerbong KRL Commuter Line,Petugas Kebersihan Menjalankan Tugasnya di Gerbong KRL Commuter Line – Berita Daerah,16,68,84,93,331,238,,
5740090,,http://bogorkronik.com/index.php?option=com_content&view=article&id=156:tiga-tahun-lagi-becak-hilang-dari-jalan-utama-bogor&catid=1:peristiwa&Itemid=2,http://bogorkronik.com/index.php?option=com_content&view=article&id=156:tiga-tahun-lagi-becak-hilang-dari-jalan-utama-bogor&catid=1:peristiwa&Itemid=2,Tiga Tahun Lagi Becak Hilang dari Jalan Utama Bogor,Tiga Tahun Lagi Becak Hilang dari Jalan Utama Bogor,0,51,51,459,1341,882,,
4540205,,http://www.wartapriangan.com/puluhan-pns-ciamis-terancam-diberhentikan/15698/,http://www.wartapriangan.com/puluhan-pns-ciamis-terancam-diberhentikan/15698/,Puluhan PNS Ciamis Terancam Diberhentikan,Puluhan PNS Ciamis Terancam Diberhentikan,0,41,41,34,1124,1090,,
4293013,,http://beritadaerah.co.id/2015/10/13/buruh-pengupas-kelapa-di-kampung-buniasih-ciamis/,http://beritadaerah.co.id/2015/10/13/buruh-pengupas-kelapa-di-kampung-buniasih-ciamis/,"Buruh Pengupas Kelapa di Kampung Buniasih, Ciamis","Buruh Pengupas Kelapa di Kampung Buniasih, Ciamis – Berita Daerah",16,49,65,73,415,342,,
5207105,,http://www.diciamis.com/jalur-sepeda-di-kota-ciamis.php,http://www.diciamis.com/jalur-sepeda-di-kota-ciamis.php,Jalur Sepeda di Kota Ciamis,Jalur Sepeda di Kota Ciamis,0,27,27,162,776,616,,
4229532,,http://www.cianjurnews.com/dugaan-korupsi-ruang-belajar-man-pacet-kejari-tahan-kasek/,http://www.cianjurnews.com/dugaan-korupsi-ruang-belajar-man-pacet-kejari-tahan-kasek/,"Dugaan Korupsi Ruang Belajar MAN Pacet, Kejari Tahan Kasek","Dugaan Korupsi Ruang Belajar Man Pacet, Kejari Tahan Kasek",2,58,58,442,3110,3552,,
4547102,,http://www.beritacianjur.com/read/3755/kuliner-hangat-zuppa-soup-mampu-usir-dingin,http://www.beritacianjur.com/read/3755/kuliner-hangat-zuppa-soup-mampu-usir-dingin,KULINER: Hangat Zuppa Soup Mampu Usir Dingin,KULINER: Hangat Zuppa Soup Mampu Usir Dingin,0,44,44,68,1587,1521,,
4400373,,http://hallocianjur.com/miliki-pabrik-baru-wagub-minta-cianjur-pertahankan-ketahanan-pangan,,"Miliki Pabrik Baru, Wagub Minta Cianjur Pertahankan Ketahanan Pangan",,0,68,0,0,1613,0,,
5767317,,http://www.cirebonkota.go.id/index.php/pengumuman/pengumuman-seleksi-calon-anggota-komisi-informasi-kota-cirebon-tahun-2016/,,Pengumuman Seleksi Calon Anggota Komisi Informasi Kota Cirebon Tahun 2016,Pengumuman Seleksi Calon Anggota Komisi Informasi Kota Cirebon Tahun 2016,0,73,73,1652,252,1827,,
5241681,,http://www.cirebonkab.go.id/id_ID/peresmian-rs-permata-cirebon-oleh-kadis-kesehatan-prov-jabar/,,PERESMIAN RS PERMATA CIREBON OLEH KADIS KESEHATAN PROV JABAR,PERESMIAN RS PERMATA CIREBON OLEH KADIS KESEHATAN PROV JABAR – Situs Resmi Kabupaten Cirebon,32,60,92,40,6095,6058,,
5239206,,http://www.kabar-cirebon.com/read/2016/01/kuningan-dapat-bantuan-hibah-mobil-pustika/,http://www.kabar-cirebon.com/read/2016/01/kuningan-dapat-bantuan-hibah-mobil-pustika/,Kuningan Dapat Bantuan Hibah Mobil Pustika,Kuningan Dapat Bantuan Hibah Mobil Pustika,0,42,42,207,1423,1220,,
4544449,,http://www.cirebonmedia.com/whats-on/2015/11/17/bedah-novel-film-air-mata-surga/,http://www.cirebonmedia.com/whats-on/2015/11/17/bedah-novel-film-air-mata-surga/,Bedah Novel &  Film Air Mata Surga,Bedah Novel & Film Air Mata Surga,1,34,33,3,2119,2122,,
5242507,,http://www.cirebonradio.com/2016/01/rohmin-ingatkan-teroris-bisa-masuk.html,http://www.cirebonradio.com/2016/01/rohmin-ingatkan-teroris-bisa-masuk.html,Rohmin Ingatkan Teroris Bisa Masuk Jalur Laut,Pilwalkot 2018 : Ini Kata Ketua DPP PDI Perjuangan | Cirebon Radio,53,45,66,1176,1630,1564,,
4540109,,http://www.hariandepok.com/53167/fkui-berencana-bangun-rsui-di-depok-guna-menekan-kasus-kematian-ibu-dan-anak,http://www.hariandepok.com/53167/fkui-berencana-bangun-rsui-di-depok-guna-menekan-kasus-kematian-ibu-dan-anak,FKUI Berencana Bangun RSUI di Depok Guna Menekan Kasus Kematian Ibu dan Anak,FKUI Berencana Bangun RSUI di Depok Guna Menekan Kasus Kematian Ibu dan Anak,0,76,76,22,3247,3225,,
4544450,,http://feedproxy.google.com/~r/depokgoid/~3/DtKThCXRleA/rapat-paripurna-dalam-rangka-pandangan-umum-fraksi-terhadap-nota-keuangan-daerah,http://www.depok.go.id/17/11/2015/01-berita-depok/rapat-paripurna-dalam-rangka-pandangan-umum-fraksi-terhadap-nota-keuangan-daerah,Rapat Paripurna Dalam Rangka Pandangan Umum Fraksi Terhadap Nota Keuangan Daerah,Rapat Paripurna Dalam Rangka Pandangan Umum Fraksi Terhadap Nota Keuangan Daerah – Portal Resmi Pemerintah Kota Depok,37,80,117,7,2438,2438,,
4627242,,http://diskominfo.depok.go.id/3644.html,http://diskominfo.depok.go.id/3644.html,Menimba Ilmu Jurnalistik,Menimba Ilmu Jurnalistik | Dinas Komunikasi dan Informatika,35,24,59,27,1490,1487,,
4544293,,http://www.radar-karawang.com/2015/11/3400-heximer-gagal-beredar.html,,3.400 Heximer Gagal Beredar,3.400 Heximer Gagal Beredar,0,27,27,150,1872,2022,,
5227129,,http://www.solopos.com/2016/01/17/kisah-tragis-ingin-tolong-adik-pemuda-mranggen-polokarto-tewas-tersetrum-681725,http://www.solopos.com/2016/01/17/kisah-tragis-ingin-tolong-adik-pemuda-mranggen-polokarto-tewas-tersetrum-681725,"KISAH TRAGIS : Ingin Tolong Adik, Pemuda Mranggen Polokarto Tewas Tersetrum","KISAH TRAGIS : Ingin Tolong Adik, Pemuda Mranggen Polokarto Tewas Tersetrum",0,75,75,1,1728,1729,,
5238713,,http://www.radar-palembang.com/70-komponen-pajero-sport-berubah/,http://www.radar-palembang.com/70-komponen-pajero-sport-berubah/,70% Komponen Pajero Sport Berubah,70% Komponen Pajero Sport Berubah,0,33,33,4,2958,2962,,
5231234,,http://blokbojonegoro.com/read/article/20160117/pasar-sumberrejo--hasilkan-25-ton-sampah-tiap-hari.html,http://blokbojonegoro.com/read/article/20160117/pasar-sumberrejo--hasilkan-25-ton-sampah-tiap-hari.html,"Pasar Sumberrejo  Hasilkan 2,5 Ton Sampah Tiap Hari","Bojonegoro | Pasar Sumberrejo Hasilkan 2,5 Ton Sampah Tiap Hari",14,51,63,87,1367,1286,,
5228570,,http://www.suarabojonegoro.com/2016/01/masyarakat-ngampel-klenger-bau-tidak.html,http://www.suarabojonegoro.com/2016/01/masyarakat-ngampel-klenger-bau-tidak.html,"Masyarakat Ngampel""Klenger"" Bau Tidak Sedap Akibat Flaring PAD A","Masyarakat Ngampel ""Klenger"" Bau Tidak Sedap Akibat Flaring PAD A « SuaraBojonegoro.Com | Bojonegoro Online Portal & News",57,64,121,26,1086,1066,,
4644776,,http://radarjatim.com/bocah-sd-di-bojonegoro-disetubuhi-tetangga-10-kali/,http://radarjatim.com/bocah-sd-di-bojonegoro-disetubuhi-tetangga-10-kali/,Bocah SD di Bojonegoro Disetubuhi Pembantu Berkali-kali,Bocah SD di Bojonegoro Disetubuhi Pembantu Berkali-kali » Radar Jatim,14,55,69,2,2566,2568,,
4746588,,http://beritadaerah.co.id/2014/10/17/perahu-hias-kandas-di-perairan-bengawan-solo/,http://beritadaerah.co.id/2014/10/17/perahu-hias-kandas-di-perairan-bengawan-solo/,Perahu Hias Kandas di Perairan Bengawan Solo,Perahu Hias Kandas di Perairan Bengawan Solo – Berita Daerah,16,44,60,72,445,373,,
5203196,,http://www.beritatrans9.com/?p=8987,http://www.beritatrans9.com/?p=8987,iklan jitu Bp Narko kediri menyediakan berbagai macam makanan ternak unggas,iklan jitu Bp Narko kediri menyediakan berbagai macam makanan ternak unggas,0,75,75,34,297,263,,
4547995,,http://ilovebondowoso.com/bpbd-salurkan-bantuan-sembako/,http://ilovebondowoso.com/bpbd-salurkan-bantuan-sembako/,BPBD Salurkan Bantuan Sembako,BPBD Salurkan Bantuan Sembako,0,29,29,2,1563,1565,,
5199672,,http://www.solopos.com/2016/01/15/orang-hilang-boyolali-bentar-dikembalikan-kepada-orang-tua-681183,http://www.solopos.com/2016/01/15/orang-hilang-boyolali-bentar-dikembalikan-kepada-orang-tua-681183,ORANG HILANG BOYOLALI : Bentar Dikembalikan Kepada Orang Tua,ORANG HILANG BOYOLALI : Bentar Dikembalikan Kepada Orang Tua,0,60,60,172,2349,2181,,
4543805,,http://beritadaerah.co.id/2015/11/17/pemerikasaan-calon-penumpang-di-bandara-adi-soemarmo-boyolali-jateng/,http://beritadaerah.co.id/2015/11/17/pemerikasaan-calon-penumpang-di-bandara-adi-soemarmo-boyolali-jateng/,"Pemerikasaan Calon Penumpang di Bandara Adi Soemarmo, Boyolali, Jateng","Pemerikasaan Calon Penumpang di Bandara Adi Soemarmo, Boyolali, Jateng – Berita Daerah",16,70,86,96,490,394,,
4549400,,http://www.patinews.com/warga-desa-banjarsari-temukan-granat-peninggalan-belanda/,http://www.patinews.com/warga-desa-banjarsari-temukan-granat-peninggalan-belanda/,Warga Desa Banjarsari Temukan Granat Peninggalan Belanda,Warga Desa Banjarsari Temukan Granat Peninggalan Belanda,0,56,56,88,956,868,,
5227130,,http://portalmadura.com/seragam-batik-untuk-siswa-di-pamekasan-harus-dimaksimalkan-43422,http://portalmadura.com/seragam-batik-untuk-siswa-di-pamekasan-harus-dimaksimalkan-43422,Seragam Batik untuk Siswa di Pamekasan Harus Dimaksimalkan,Seragam Batik untuk Siswa di Pamekasan Harus Dimaksimalkan-PortalMadura.com,17,58,75,159,1007,1120,,
4540144,,http://www.pasfmpati.com/radio/index.php/2411-para-sesepuh-sedulur-sikep-tak-masalahkan-pabrik-semen,http://www.pasfmpati.com/radio/index.php/2411-para-sesepuh-sedulur-sikep-tak-masalahkan-pabrik-semen,Para Sesepuh Sedulur Sikep Tak Masalahkan Pabrik Semen,Para Sesepuh Sedulur Sikep Tak Masalahkan Pabrik Semen,0,54,54,1,1880,1881,,
4522074,,http://www.beritasidoarjo.com/?p=8019,http://www.beritasidoarjo.com/?p=8019,"Terkait Ijasah Palsu, Wakil Ketua Dewan Dicecar 46 Pertanyaan","Berita Sidoarjo » Terkait Ijasah Palsu, Wakil Ketua Dewan Dicecar 46 Pertanyaan",18,61,79,77,1312,1235,,
6616851,,http://www.harianblora.com/2016/05/alhamdulillah-paud-desa-gadu-sambong.html,http://www.harianblora.com/2016/05/alhamdulillah-paud-desa-gadu-sambong.html,"Alhamdulillah, PAUD Desa Gadu Sambong Dibenahi","Alhamdulillah, PAUD Desa Gadu Sambong Dibenahi",0,46,46,50,891,841,,
4549402,,http://teropongsenayan.com/21467-wow-heboh-setelah-mama-minta-pulsa-kini-muncul-papa-minta-saham-buat-sindir-ketua-dpr,http://www.teropongsenayan.com/21467-wow-heboh-setelah-mama-minta-pulsa-kini-muncul-papa-minta-saham-buat-sindir-ketua-dpr,Wow Heboh! Setelah 'Mama Minta Pulsa' Kini Muncul 'Papa Minta Saham' Sindir Ketua DPR,Wow Heboh! Setelah Mama Minta Pulsa Kini Muncul Papa Minta Saham,21,85,64,1,1681,1682,,
4548354,,http://www.koranmuria.com/2015/11/17/22461/terjaring-razia-belasan-pk-di-blora-dipulangkan.html,http://www.koranmuria.com/2015/11/17/22461/terjaring-razia-belasan-pk-di-blora-dipulangkan.html,"Terjaring Razia, Belasan PK di Blora Dipulangkan","Terjaring Razia, Belasan PK di Blora Dipulangkan",0,48,48,242,1743,1501,,
4540146,,http://www.koranmuria.com/2015/11/16/22416/pramuka-latih-kekompakan-melalui-lomba-pbb.html,http://www.koranmuria.com/2015/11/16/22416/pramuka-latih-kekompakan-melalui-lomba-pbb.html,Pramuka Latih Kekompakan Melalui  Lomba PBB,Pramuka Latih Kekompakan Melalui  Lomba PBB,0,43,43,98,1841,1743,,
5943274,,http://ambonekspres.com/2016/03/14/13-peminat-kursi-bupati-malteng/,,13 Peminat Kursi Bupati Malteng,13 Peminat Kursi Bupati Malteng – Ambon Ekspres,16,31,47,4,4715,4719,,
4544298,,http://feedproxy.google.com/~r/Tribun-malukucom/~3/-OD45nihGqI/tiga-menteri-hadiri-mupimnas-pmii.html,http://www.tribun-maluku.com/2015/11/tiga-menteri-hadiri-mupimnas-pmii.html,Tiga Menteri Hadiri Mupimnas PMII Maluku 2015,Tiga Menteri Hadiri Mupimnas PMII Maluku 2015 | Tribun-Maluku.com,20,45,65,0,2180,2180,,
4544301,,http://bantenraya.com/metropolis/metro-cilegon/15981-pendekar-datangi-perusahaan-leasing,,Pendekar Datangi Perusahaan Leasing,Pendekar Datangi Perusahaan Leasing,0,35,35,55,2609,2562,,
4546760,,http://satelitnews.co.id/?p=47990,http://satelitnews.co.id/2015/11/17/kepala-kampung-tenggelam-di-cisadane-,Kepala Kampung Tenggelam di Cisadane,Kepala Kampung Tenggelam di Cisadane – satelitnews.co.id,20,36,56,3,3379,3382,,
4537558,,http://koranbanten.com/hadapi-mea-dbmtr-tingkatkan-sdm-konstruksi-yang-handal,http://koranbanten.com/hadapi-mea-dbmtr-tingkatkan-sdm-konstruksi-yang-handal,Hadapi MEA DBMTR Tingkatkan SDM Konstruksi Yang Handal,Hadapi MEA DBMTR Tingkatkan SDM Konstruksi Yang Handal,0,54,54,10,3761,3755,,
4546770,,http://www.beritacilegon.co.id/kota-cilegon/70-anak-disunat-dalam-milad-ke-103-muhammadiyah-di-cilegon,http://www.beritacilegon.co.id/kota-cilegon/70-anak-disunat-dalam-milad-ke-103-muhammadiyah-di-cilegon,70 Anak Disunat dalam Milad ke-103 Muhammadiyah di Cilegon,70 Anak Disunat dalam Milad ke-103 Muhammadiyah di Cilegon,0,58,58,2,2226,2228,,
